dataset,task,polluter,level,seed,dsc_score,completeness_text,uniqueness,validity,consistency,outlier_ratio,class_balance,sample_quality_text,feature_correlation,label_consistency,feature_informativeness,target_distribution_quality,target_smoothness,feature_informativeness_reg
20news,classification,class_balance,0.25,7,78.13,0.98,0.982,0.98,0.1385,0.896,0.7564,0.9608,1.0,0.3283,1.0,,,
20news,classification,class_balance,0.5,7,74.23,0.966,0.966,0.966,0.1227,0.908,0.5128,0.9433,1.0,0.2912,1.0,,,
20news,classification,class_balance,0.75,7,72.94,0.968,0.97,0.968,0.129,0.914,0.2692,0.9421,1.0,0.3421,1.0,,,
20news,classification,class_balance,0.9,7,73.47,0.972,0.974,0.972,0.1141,0.902,0.1538,0.9474,1.0,0.4232,1.0,,,
20news,classification,class_balance,0.0,99,79.26,0.968,0.97,0.968,0.1191,0.912,1.0,0.9472,1.0,0.2918,1.0,,,
20news,classification,class_balance,0.1,99,79.26,0.968,0.97,0.968,0.1191,0.912,1.0,0.9472,1.0,0.2918,1.0,,,
20news,classification,class_balance,0.25,99,77.33,0.982,0.984,0.982,0.1473,0.908,0.7564,0.9606,1.0,0.2798,1.0,,,
20news,classification,class_balance,0.5,99,74.38,0.964,0.966,0.964,0.1073,0.888,0.5128,0.9408,1.0,0.3112,1.0,,,
20news,classification,class_balance,0.75,99,73.83,0.98,0.982,0.98,0.1415,0.908,0.2692,0.9588,1.0,0.3545,1.0,,,
20news,classification,class_balance,0.9,99,72.76,0.978,0.98,0.978,0.156,0.898,0.1538,0.9577,1.0,0.3611,1.0,,,
20news,classification,label_swap,0.0,42,75.84,0.958,0.96,0.958,0.1399,0.91,0.7267,0.9417,1.0,0.2719,1.0,,,
20news,classification,label_swap,0.1,42,75.15,0.958,0.96,0.958,0.1399,0.91,0.76,0.9417,1.0,0.221,1.0,,,
20news,classification,label_swap,0.25,42,73.73,0.958,0.96,0.958,0.1399,0.91,0.74,0.9417,1.0,0.1599,1.0,,,
20news,classification,label_swap,0.5,42,72.3,0.958,0.96,0.958,0.1399,0.91,0.7733,0.9417,1.0,0.0715,1.0,,,
20news,classification,label_swap,0.75,42,72.09,0.958,0.96,0.958,0.1399,0.91,0.8733,0.9417,1.0,0.0109,1.0,,,
20news,classification,label_swap,0.9,42,71.6,0.958,0.96,0.958,0.1399,0.91,0.8467,0.9417,1.0,0.0,1.0,,,
20news,classification,label_swap,0.0,7,76.02,0.966,0.966,0.966,0.1047,0.892,0.7267,0.9421,1.0,0.283,1.0,,,
20news,classification,label_swap,0.1,7,75.55,0.966,0.966,0.966,0.1047,0.892,0.76,0.9421,1.0,0.243,1.0,,,
20news,classification,label_swap,0.25,7,73.69,0.966,0.966,0.966,0.1047,0.892,0.78,0.9421,1.0,0.1398,1.0,,,
20news,classification,label_swap,0.5,7,71.93,0.966,0.966,0.966,0.1047,0.892,0.7533,0.9421,1.0,0.0651,1.0,,,
20news,classification,label_swap,0.75,7,71.31,0.966,0.966,0.966,0.1047,0.892,0.8,0.9421,1.0,0.0109,1.0,,,
20news,classification,label_swap,0.9,7,71.76,0.966,0.966,0.966,0.1047,0.892,0.8667,0.9421,1.0,0.0,1.0,,,
20news,classification,label_swap,0.0,99,76.8,0.974,0.976,0.974,0.1361,0.898,0.7267,0.9542,1.0,0.2907,1.0,,,
20news,classification,label_swap,0.1,99,76.0,0.974,0.976,0.974,0.1361,0.898,0.76,0.9542,1.0,0.2338,1.0,,,
20news,classification,label_swap,0.25,99,73.97,0.974,0.976,0.974,0.1361,0.898,0.7467,0.9542,1.0,0.1389,1.0,,,
20news,classification,label_swap,0.5,99,74.15,0.974,0.976,0.974,0.1361,0.898,0.92,0.9542,1.0,0.0615,1.0,,,
20news,classification,label_swap,0.75,99,71.91,0.974,0.976,0.974,0.1361,0.898,0.7733,0.9542,1.0,0.0225,1.0,,,
20news,classification,label_swap,0.9,99,72.93,0.974,0.976,0.974,0.1361,0.898,0.9,0.9542,1.0,0.0103,1.0,,,
yelp_full,regression,completeness_text,0.0,42,80.53,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.374,1.0
yelp_full,regression,completeness_text,0.1,42,78.64,0.9012,1.0,1.0,0.2891,0.954,,0.9899,1.0,,,0.6984,0.3539,1.0
yelp_full,regression,completeness_text,0.25,42,76.3,0.7505,1.0,1.0,0.2891,0.954,,0.9876,1.0,,,0.6984,0.3514,1.0
yelp_full,regression,completeness_text,0.5,42,70.39,0.5004,1.0,1.0,0.2891,0.954,,0.9264,1.0,,,0.6984,0.2892,1.0
yelp_full,regression,completeness_text,0.75,42,62.05,0.2495,1.0,1.0,0.2891,0.954,,0.7352,1.0,,,0.6984,0.204,1.0
yelp_full,regression,completeness_text,0.9,42,57.47,0.0994,0.998,1.0,0.2891,0.954,,0.6036,1.0,,,0.6984,0.1874,1.0
yelp_full,regression,completeness_text,0.0,7,80.19,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.36,1.0
yelp_full,regression,completeness_text,0.1,7,78.68,0.9002,1.0,1.0,0.2695,0.958,,0.9911,1.0,,,0.6984,0.3597,1.0
yelp_full,regression,completeness_text,0.25,7,76.19,0.7498,1.0,1.0,0.2695,0.958,,0.9886,1.0,,,0.6984,0.3495,1.0
yelp_full,regression,completeness_text,0.5,7,70.43,0.5,1.0,1.0,0.2695,0.958,,0.9254,1.0,,,0.6984,0.2965,1.0
yelp_full,regression,completeness_text,0.75,7,62.33,0.2502,1.0,1.0,0.2695,0.958,,0.7352,1.0,,,0.6984,0.2213,1.0
yelp_full,regression,completeness_text,0.9,7,56.51,0.0998,0.998,1.0,0.2695,0.958,,0.6034,1.0,,,0.6984,0.1431,1.0
yelp_full,regression,completeness_text,0.0,99,80.18,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3696,1.0
yelp_full,regression,completeness_text,0.1,99,78.28,0.9,1.0,1.0,0.265,0.934,,0.987,1.0,,,0.6984,0.35,1.0
yelp_full,regression,completeness_text,0.25,99,76.25,0.7494,1.0,1.0,0.265,0.934,,0.9842,1.0,,,0.6984,0.3633,1.0
yelp_full,regression,completeness_text,0.5,99,70.84,0.4999,1.0,1.0,0.265,0.934,,0.9223,1.0,,,0.6984,0.3264,1.0
yelp_full,regression,completeness_text,0.75,99,62.8,0.2506,1.0,1.0,0.265,0.934,,0.7337,1.0,,,0.6984,0.253,1.0
yelp_full,regression,completeness_text,0.9,99,57.24,0.1,0.998,1.0,0.265,0.934,,0.6017,1.0,,,0.6984,0.1877,1.0
yelp_full,regression,noise_injection_text,0.0,42,80.53,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.374,1.0
yelp_full,regression,noise_injection_text,0.1,42,78.56,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.2755,1.0
yelp_full,regression,noise_injection_text,0.25,42,77.29,1.0,1.0,1.0,0.2894,0.954,,0.9902,1.0,,,0.6984,0.2117,1.0
yelp_full,regression,noise_injection_text,0.5,42,76.69,1.0,1.0,1.0,0.289,0.954,,0.9899,1.0,,,0.6984,0.1819,1.0
yelp_full,regression,noise_injection_text,0.75,42,75.45,1.0,1.0,1.0,0.2853,0.95,,0.9899,1.0,,,0.6984,0.122,1.0
yelp_full,regression,noise_injection_text,0.9,42,75.47,1.0,1.0,1.0,0.2891,0.954,,0.9897,1.0,,,0.6984,0.1215,1.0
yelp_full,regression,noise_injection_text,0.0,7,80.19,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.36,1.0
yelp_full,regression,noise_injection_text,0.1,7,78.7,1.0,1.0,1.0,0.2684,0.958,,0.9912,1.0,,,0.6984,0.2858,1.0
yelp_full,regression,noise_injection_text,0.25,7,76.82,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.1914,1.0
yelp_full,regression,noise_injection_text,0.5,7,76.92,1.0,1.0,1.0,0.2655,0.958,,0.9911,1.0,,,0.6984,0.1975,1.0
yelp_full,regression,noise_injection_text,0.75,7,76.95,1.0,1.0,1.0,0.2697,0.958,,0.991,1.0,,,0.6984,0.1983,1.0
yelp_full,regression,noise_injection_text,0.9,7,76.02,1.0,1.0,1.0,0.2669,0.958,,0.9908,1.0,,,0.6984,0.1527,1.0
yelp_full,regression,noise_injection_text,0.0,99,80.18,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3696,1.0
yelp_full,regression,noise_injection_text,0.1,99,78.43,1.0,1.0,1.0,0.265,0.934,,0.9876,1.0,,,0.6984,0.2818,1.0
yelp_full,regression,noise_injection_text,0.25,99,76.97,1.0,1.0,1.0,0.2655,0.934,,0.9876,1.0,,,0.6984,0.2088,1.0
yelp_full,regression,noise_injection_text,0.5,99,76.84,1.0,1.0,1.0,0.2683,0.934,,0.9875,1.0,,,0.6984,0.2014,1.0
yelp_full,regression,noise_injection_text,0.75,99,75.91,1.0,1.0,1.0,0.2662,0.934,,0.9874,1.0,,,0.6984,0.1558,1.0
yelp_full,regression,noise_injection_text,0.9,99,75.98,1.0,1.0,1.0,0.2652,0.932,,0.9873,1.0,,,0.6984,0.1599,1.0
yelp_full,regression,word_shuffle,0.0,42,80.53,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.374,1.0
yelp_full,regression,word_shuffle,0.1,42,79.95,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.345,1.0
yelp_full,regression,word_shuffle,0.25,42,79.82,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.3385,1.0
yelp_full,regression,word_shuffle,0.5,42,79.47,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.3209,1.0
yelp_full,regression,word_shuffle,0.75,42,79.19,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.307,1.0
yelp_full,regression,word_shuffle,0.9,42,79.08,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.3013,1.0
yelp_full,regression,word_shuffle,0.0,7,80.19,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.36,1.0
yelp_full,regression,word_shuffle,0.1,7,79.89,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.3451,1.0
yelp_full,regression,word_shuffle,0.25,7,79.36,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.3183,1.0
yelp_full,regression,word_shuffle,0.5,7,79.44,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.3225,1.0
yelp_full,regression,word_shuffle,0.75,7,79.29,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.315,1.0
yelp_full,regression,word_shuffle,0.9,7,79.27,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.3138,1.0
yelp_full,regression,word_shuffle,0.0,99,80.18,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3696,1.0
yelp_full,regression,word_shuffle,0.1,99,79.56,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3384,1.0
yelp_full,regression,word_shuffle,0.25,99,79.56,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3384,1.0
yelp_full,regression,word_shuffle,0.5,99,80.25,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3728,1.0
yelp_full,regression,word_shuffle,0.75,99,79.4,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3307,1.0
yelp_full,regression,word_shuffle,0.9,99,79.58,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3396,1.0
yelp_full,regression,target_distribution_skew,0.0,42,80.53,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.374,1.0
yelp_full,regression,target_distribution_skew,0.1,42,79.26,1.0,1.0,1.0,0.2523,0.926,,0.9896,1.0,,,0.6978,0.3275,1.0
yelp_full,regression,target_distribution_skew,0.25,42,79.48,1.0,1.0,1.0,0.2624,0.946,,0.9915,1.0,,,0.6941,0.3312,1.0
yelp_full,regression,target_distribution_skew,0.5,42,78.26,1.0,1.0,1.0,0.2396,0.948,,0.989,1.0,,,0.6763,0.2863,1.0
yelp_full,regression,target_distribution_skew,0.75,42,78.17,1.0,1.0,1.0,0.2582,0.944,,0.9926,1.0,,,0.6289,0.299,1.0
yelp_full,regression,target_distribution_skew,0.9,42,76.89,1.0,1.0,1.0,0.258,0.95,,0.9937,1.0,,,0.5668,0.2639,1.0
yelp_full,regression,target_distribution_skew,0.0,7,80.19,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.36,1.0
yelp_full,regression,target_distribution_skew,0.1,7,78.73,1.0,1.0,1.0,0.2588,0.954,,0.9893,1.0,,,0.6977,0.2923,1.0
yelp_full,regression,target_distribution_skew,0.25,7,79.24,1.0,1.0,1.0,0.2426,0.942,,0.9899,1.0,,,0.6941,0.3265,1.0
yelp_full,regression,target_distribution_skew,0.5,7,79.45,1.0,1.0,1.0,0.279,0.956,,0.9922,1.0,,,0.6763,0.3313,1.0
yelp_full,regression,target_distribution_skew,0.75,7,79.54,1.0,1.0,1.0,0.2468,0.946,,0.9902,1.0,,,0.6288,0.3717,1.0
yelp_full,regression,target_distribution_skew,0.9,7,76.46,1.0,1.0,1.0,0.2569,0.942,,0.9916,1.0,,,0.5666,0.246,1.0
yelp_full,regression,target_distribution_skew,0.0,99,80.18,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3696,1.0
yelp_full,regression,target_distribution_skew,0.1,99,79.6,1.0,1.0,1.0,0.2759,0.946,,0.9922,1.0,,,0.6976,0.3316,1.0
yelp_full,regression,target_distribution_skew,0.25,99,79.15,1.0,1.0,1.0,0.2459,0.954,,0.988,1.0,,,0.6939,0.3195,1.0
yelp_full,regression,target_distribution_skew,0.5,99,79.41,1.0,1.0,1.0,0.262,0.956,,0.9912,1.0,,,0.6763,0.3344,1.0
yelp_full,regression,target_distribution_skew,0.75,99,77.38,1.0,1.0,1.0,0.253,0.946,,0.9884,1.0,,,0.629,0.2635,1.0
yelp_full,regression,target_distribution_skew,0.9,99,78.59,1.0,1.0,1.0,0.2584,0.95,,0.9934,1.0,,,0.5668,0.3491,1.0
yelp_full,regression,target_noise,0.0,42,80.53,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.6984,0.374,1.0
yelp_full,regression,target_noise,0.1,42,83.3,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.9888,0.3674,1.0
yelp_full,regression,target_noise,0.25,42,82.14,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.9259,0.3405,1.0
yelp_full,regression,target_noise,0.5,42,80.17,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.8556,0.2772,1.0
yelp_full,regression,target_noise,0.75,42,78.76,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.8202,0.2244,1.0
yelp_full,regression,target_noise,0.9,42,78.21,1.0,1.0,1.0,0.2891,0.954,,0.9901,1.0,,,0.8115,0.2015,1.0
yelp_full,regression,target_noise,0.0,7,80.19,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.6984,0.36,1.0
yelp_full,regression,target_noise,0.1,7,82.99,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.977,0.3608,1.0
yelp_full,regression,target_noise,0.25,7,82.19,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.9144,0.3522,1.0
yelp_full,regression,target_noise,0.5,7,80.87,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.8397,0.3235,1.0
yelp_full,regression,target_noise,0.75,7,79.96,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.8061,0.2948,1.0
yelp_full,regression,target_noise,0.9,7,79.56,1.0,1.0,1.0,0.2695,0.958,,0.9913,1.0,,,0.7931,0.2811,1.0
yelp_full,regression,target_noise,0.0,99,80.18,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.6984,0.3696,1.0
yelp_full,regression,target_noise,0.1,99,82.72,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.9743,0.3585,1.0
yelp_full,regression,target_noise,0.25,99,81.55,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.9142,0.3304,1.0
yelp_full,regression,target_noise,0.5,99,79.77,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.8435,0.2763,1.0
yelp_full,regression,target_noise,0.75,99,78.59,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.8081,0.2349,1.0
yelp_full,regression,target_noise,0.9,99,78.1,1.0,1.0,1.0,0.265,0.934,,0.9874,1.0,,,0.7951,0.2173,1.0
amazon_en,regression,completeness_text,0.0,42,78.1,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.3055,1.0
amazon_en,regression,completeness_text,0.1,42,76.39,0.8999,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.2952,1.0
amazon_en,regression,completeness_text,0.25,42,73.56,0.749,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.2668,1.0
amazon_en,regression,completeness_text,0.5,42,68.83,0.5012,1.0,1.0,0.3106,0.962,,0.8943,1.0,,,0.698,0.2278,1.0
amazon_en,regression,completeness_text,0.75,42,61.63,0.251,0.998,1.0,0.3106,0.962,,0.7143,1.0,,,0.698,0.1913,1.0
amazon_en,regression,completeness_text,0.9,42,57.07,0.1042,0.984,1.0,0.3106,0.962,,0.5732,1.0,,,0.698,0.1865,1.0
amazon_en,regression,completeness_text,0.0,7,77.64,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2899,1.0
amazon_en,regression,completeness_text,0.1,7,75.85,0.9004,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2753,1.0
amazon_en,regression,completeness_text,0.25,7,73.15,0.749,1.0,1.0,0.2815,0.944,,0.9152,1.0,,,0.698,0.2542,1.0
amazon_en,regression,completeness_text,0.5,7,68.56,0.502,1.0,1.0,0.2815,0.944,,0.8978,1.0,,,0.698,0.2226,1.0
amazon_en,regression,completeness_text,0.75,7,60.95,0.251,1.0,1.0,0.2815,0.944,,0.7167,1.0,,,0.698,0.1666,1.0
amazon_en,regression,completeness_text,0.9,7,55.97,0.1018,0.978,1.0,0.2815,0.944,,0.5739,1.0,,,0.698,0.1476,1.0
amazon_en,regression,completeness_text,0.0,99,78.38,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.3243,1.0
amazon_en,regression,completeness_text,0.1,99,76.69,0.9009,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.3139,1.0
amazon_en,regression,completeness_text,0.25,99,74.3,0.7486,0.998,1.0,0.3054,0.962,,0.9065,1.0,,,0.698,0.3088,1.0
amazon_en,regression,completeness_text,0.5,99,69.16,0.5001,0.998,1.0,0.3054,0.962,,0.8905,1.0,,,0.698,0.2505,1.0
amazon_en,regression,completeness_text,0.75,99,60.75,0.2514,0.998,1.0,0.3054,0.962,,0.711,1.0,,,0.698,0.1506,1.0
amazon_en,regression,completeness_text,0.9,99,56.34,0.1015,0.98,1.0,0.3054,0.962,,0.568,1.0,,,0.698,0.1592,1.0
amazon_en,regression,noise_injection_text,0.0,42,78.1,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.3055,1.0
amazon_en,regression,noise_injection_text,0.1,42,76.3,1.0,1.0,1.0,0.314,0.962,,0.9095,1.0,,,0.698,0.215,1.0
amazon_en,regression,noise_injection_text,0.25,42,75.52,1.0,1.0,1.0,0.3067,0.962,,0.909,1.0,,,0.698,0.1781,1.0
amazon_en,regression,noise_injection_text,0.5,42,75.5,1.0,1.0,1.0,0.3138,0.964,,0.9083,1.0,,,0.698,0.1751,1.0
amazon_en,regression,noise_injection_text,0.75,42,75.9,1.0,1.0,1.0,0.3132,0.962,,0.9073,1.0,,,0.698,0.1969,1.0
amazon_en,regression,noise_injection_text,0.9,42,74.63,1.0,1.0,1.0,0.3039,0.962,,0.906,1.0,,,0.698,0.1368,1.0
amazon_en,regression,noise_injection_text,0.0,7,77.64,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2899,1.0
amazon_en,regression,noise_injection_text,0.1,7,76.23,1.0,1.0,1.0,0.2815,0.946,,0.915,1.0,,,0.698,0.2195,1.0
amazon_en,regression,noise_injection_text,0.25,7,75.71,1.0,1.0,1.0,0.281,0.946,,0.9146,1.0,,,0.698,0.1939,1.0
amazon_en,regression,noise_injection_text,0.5,7,76.05,1.0,1.0,1.0,0.286,0.946,,0.9143,1.0,,,0.698,0.2096,1.0
amazon_en,regression,noise_injection_text,0.75,7,75.29,1.0,1.0,1.0,0.282,0.946,,0.9126,1.0,,,0.698,0.1741,1.0
amazon_en,regression,noise_injection_text,0.9,7,73.98,1.0,1.0,1.0,0.2793,0.946,,0.912,1.0,,,0.698,0.1096,1.0
amazon_en,regression,noise_injection_text,0.0,99,78.38,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.3243,1.0
amazon_en,regression,noise_injection_text,0.1,99,76.99,1.0,0.998,1.0,0.3054,0.962,,0.9066,1.0,,,0.698,0.2545,1.0
amazon_en,regression,noise_injection_text,0.25,99,76.08,1.0,1.0,1.0,0.3054,0.964,,0.9065,1.0,,,0.698,0.2076,1.0
amazon_en,regression,noise_injection_text,0.5,99,74.85,1.0,1.0,1.0,0.3054,0.968,,0.9055,1.0,,,0.698,0.146,1.0
amazon_en,regression,noise_injection_text,0.75,99,75.52,1.0,1.0,1.0,0.3097,0.962,,0.9049,1.0,,,0.698,0.1802,1.0
amazon_en,regression,noise_injection_text,0.9,99,75.08,1.0,1.0,1.0,0.3047,0.96,,0.9039,1.0,,,0.698,0.1609,1.0
amazon_en,regression,word_shuffle,0.0,42,78.1,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.3055,1.0
amazon_en,regression,word_shuffle,0.1,42,77.69,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.2854,1.0
amazon_en,regression,word_shuffle,0.25,42,77.7,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.2858,1.0
amazon_en,regression,word_shuffle,0.5,42,77.03,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.252,1.0
amazon_en,regression,word_shuffle,0.75,42,76.64,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.2327,1.0
amazon_en,regression,word_shuffle,0.9,42,77.41,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.271,1.0
amazon_en,regression,word_shuffle,0.0,7,77.64,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2899,1.0
amazon_en,regression,word_shuffle,0.1,7,77.37,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2765,1.0
amazon_en,regression,word_shuffle,0.25,7,77.17,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2667,1.0
amazon_en,regression,word_shuffle,0.5,7,76.69,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2426,1.0
amazon_en,regression,word_shuffle,0.75,7,75.99,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2077,1.0
amazon_en,regression,word_shuffle,0.9,7,76.7,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2433,1.0
amazon_en,regression,word_shuffle,0.0,99,78.38,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.3243,1.0
amazon_en,regression,word_shuffle,0.1,99,77.77,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.2936,1.0
amazon_en,regression,word_shuffle,0.25,99,77.45,1.0,1.0,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.2764,1.0
amazon_en,regression,word_shuffle,0.5,99,76.98,1.0,1.0,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.2531,1.0
amazon_en,regression,word_shuffle,0.75,99,76.75,1.0,1.0,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.2417,1.0
amazon_en,regression,word_shuffle,0.9,99,77.11,1.0,1.0,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.2597,1.0
amazon_en,regression,target_distribution_skew,0.0,42,78.1,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.3055,1.0
amazon_en,regression,target_distribution_skew,0.1,42,77.02,1.0,1.0,1.0,0.3058,0.938,,0.9093,1.0,,,0.6974,0.2595,1.0
amazon_en,regression,target_distribution_skew,0.25,42,77.5,1.0,1.0,1.0,0.3047,0.964,,0.9093,1.0,,,0.6938,0.2791,1.0
amazon_en,regression,target_distribution_skew,0.5,42,78.01,1.0,1.0,1.0,0.2921,0.944,,0.9224,1.0,,,0.6762,0.3117,1.0
amazon_en,regression,target_distribution_skew,0.75,42,77.23,1.0,1.0,1.0,0.2885,0.964,,0.9125,1.0,,,0.6289,0.2994,1.0
amazon_en,regression,target_distribution_skew,0.9,42,76.19,1.0,1.0,1.0,0.2823,0.948,,0.918,1.0,,,0.5666,0.2802,1.0
amazon_en,regression,target_distribution_skew,0.0,7,77.64,1.0,1.0,1.0,0.2815,0.944,,0.9153,1.0,,,0.698,0.2899,1.0
amazon_en,regression,target_distribution_skew,0.1,7,77.69,1.0,1.0,1.0,0.316,0.958,,0.9177,1.0,,,0.6974,0.2792,1.0
amazon_en,regression,target_distribution_skew,0.25,7,77.85,1.0,1.0,1.0,0.3311,0.94,,0.91,1.0,,,0.6939,0.2953,1.0
amazon_en,regression,target_distribution_skew,0.5,7,77.09,1.0,1.0,1.0,0.3009,0.938,,0.912,1.0,,,0.6764,0.2727,1.0
amazon_en,regression,target_distribution_skew,0.75,7,77.9,1.0,1.0,1.0,0.3113,0.958,,0.9168,1.0,,,0.6287,0.3258,1.0
amazon_en,regression,target_distribution_skew,0.9,7,75.87,1.0,1.0,1.0,0.28,0.952,,0.9125,1.0,,,0.5663,0.2682,1.0
amazon_en,regression,target_distribution_skew,0.0,99,78.38,1.0,0.998,1.0,0.3054,0.962,,0.9068,1.0,,,0.698,0.3243,1.0
amazon_en,regression,target_distribution_skew,0.1,99,77.86,1.0,1.0,1.0,0.2923,0.958,,0.904,1.0,,,0.6974,0.3039,1.0
amazon_en,regression,target_distribution_skew,0.25,99,78.68,1.0,1.0,1.0,0.3155,0.95,,0.9142,1.0,,,0.6939,0.3349,1.0
amazon_en,regression,target_distribution_skew,0.5,99,77.53,1.0,1.0,1.0,0.2785,0.97,,0.9131,1.0,,,0.6764,0.2912,1.0
amazon_en,regression,target_distribution_skew,0.75,99,76.76,1.0,1.0,1.0,0.3051,0.942,,0.9168,1.0,,,0.629,0.2741,1.0
amazon_en,regression,target_distribution_skew,0.9,99,77.27,1.0,1.0,1.0,0.2866,0.954,,0.9031,1.0,,,0.5667,0.3424,1.0
amazon_en,regression,target_noise,0.0,42,78.1,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.698,0.3055,1.0
amazon_en,regression,target_noise,0.1,42,80.75,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.9659,0.3042,1.0
amazon_en,regression,target_noise,0.25,42,80.03,1.0,1.0,1.0,0.3106,0.962,,0.9095,1.0,,,0.912,0.2953,1.0
